Chapter,Agency,Filed,Caption,AON,Type,id,country,data_source,doc_url
808,Landscape Contractors Board,08/30/2019 3:09 PM,Clarifies the new law for a modified phase of license.,,,notices,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewRedlineTRIM.action?trackChgPtId=6949714
635,Department of Fish and Wildlife,08/01/2019 11:16 AM,Fishing Period Restrictions Set in the North Umpqua River of the Southwest Zone.,DFW 106-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847148
635,Department of Fish and Wildlife,08/01/2019 2:02 PM,Fishing Period Restrictions Set in the mainstem Umpqua River of the Southwest Zone.,DFW 108-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847150
635,Department of Fish and Wildlife,08/01/2019 2:07 PM,Fishing Period Restrictions Set in the mainstem Umpqua River of the Southwest Zone.,DFW 109-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847151
413,"Department of Human Services, Child Welfare Programs",08/01/2019 2:12 PM,Amending Rules Related to Child Care Reimbursement Payments For Certified Families,CWP 32-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847140
413,"Department of Human Services, Child Welfare Programs",08/01/2019 2:13 PM,Amending Rules Related To Educational Services For A Child or Young Adult In Substitute Care,CWP 33-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847147
335,Board of Examiners for Speech-Language Pathology and Audiology,08/01/2019 2:45 PM,Tele-practice rules,SPA 1-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847152
407,Department of Human Services,08/01/2019 3:22 PM,"Office of Training, Investigations and Safety Contested Case Hearing Process for Substantiated Adult Abuses",DHSD 10-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847153
407,Department of Human Services,08/01/2019 3:57 PM,"Office of Training, Investigations and Safety Abuse Investigation Rules for Adults with Developmental Disabilities",DHSD 11-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847154
407,Department of Human Services,08/01/2019 4:03 PM,"Office of Training, Investigations and Safety Investigation Rules for Patient Abuse at Oregon State Hospital",DHSD 12-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847155
407,Department of Human Services,08/01/2019 4:09 PM,Contested Case Hearings Process in OTIS Child Abuse Investigation Rules,DHSD 13-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847156
471,Employment Department,08/02/2019 8:06 AM,Renumber Self-employment Assistance program rule,ED 4-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847143
813,Oregon Housing and Community Services Department,08/02/2019 1:05 PM,Updating the statutory references,OHCS 26-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847142
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",08/02/2019 1:16 PM,Remove Copayment Rule that Terminated Copayment in 2017,DMAP 28-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847157
804,Landscape Architect Board,08/02/2019 1:58 PM,Public Records Requests rule amendments to align with Oregon Public Records Law,LAB 4-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847158
635,Department of Fish and Wildlife,08/06/2019 8:12 AM,Set Fall Commercial Seasons in the Select Areas of the Columbia River.,DFW 110-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847159
462,Oregon Racing Commission,08/06/2019 10:32 AM,Advance Deposit Wagering on Past Live Racing Products,RC 1-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847160
413,"Department of Human Services, Child Welfare Programs",08/06/2019 1:09 PM,Statutory Minor Correction to Correct Statutory or Rule References,CWP 34-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847161
413,"Department of Human Services, Child Welfare Programs",08/06/2019 1:19 PM,Statutory Minor Correction to Correct Statutory or Rule References 413-010-170,CWP 35-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847162
413,"Department of Human Services, Child Welfare Programs",08/06/2019 1:27 PM,Statutory Minor Correction to Correct Statutory or Rule References 413-010-0180,CWP 36-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847163
413,"Department of Human Services, Child Welfare Programs",08/06/2019 1:32 PM,Statutory Minor Correction to Correct Statutory or Rule References 413-010-0185,CWP 37-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847164
413,"Department of Human Services, Child Welfare Programs",08/06/2019 2:27 PM,Statutory Minor Correction to Correct Statutory or Rule References 413-015-0100,CWP 38-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847165
413,"Department of Human Services, Child Welfare Programs",08/06/2019 2:34 PM,Statutory Minor Correction to Correct Statutory or Rule References 413-015-0210,CWP 39-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847166
735,"Department of Transportation, Driver and Motor Vehicle Services Division",08/06/2019 2:57 PM,Correction of a web addresses/links in the attachment,DMV 16-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847167
635,Department of Fish and Wildlife,08/06/2019 3:30 PM,Federal Actions and Management Measures Implemented for Commercial Groundfish Fisheries.,DFW 111-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6847168
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",08/07/2019 1:21 PM,"Suspension of Current Process for Resolving Disputes on Formation, Certification, and Recertification of CCOs",DMAP 29-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852218
410,"Oregon Health Authority, Health Systems Division: Medical Assistance Programs",08/07/2019 1:27 PM,Rule for Resolving Disputes between Health Care Entities and CCOs that Concern CCO Contract Award,DMAP 30-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852219
581,Oregon Department of Education,08/07/2019 1:57 PM,Rule Reference Update,ODE 26-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852220
581,Oregon Department of Education,08/07/2019 2:05 PM,Rule Reference SMC,ODE 27-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852221
581,Oregon Department of Education,08/07/2019 2:21 PM,Rule Reference SMC,ODE 28-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852222
581,Oregon Department of Education,08/07/2019 2:30 PM,SMC Rule Reference,ODE 29-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852223
581,Oregon Department of Education,08/07/2019 2:52 PM,SMC Rule Reference,ODE 30-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852224
413,"Department of Human Services, Child Welfare Programs",08/08/2019 8:27 AM,Statutory Minor Correction to Correct Statutory or Rule References,CWP 40-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852225
413,"Department of Human Services, Child Welfare Programs",08/08/2019 8:38 AM,Statutory Minor Correction to Correct Statutory or Rule References,CWP 41-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852226
581,Oregon Department of Education,08/08/2019 12:16 PM,SMC rule references,ODE 31-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852227
581,Oregon Department of Education,08/08/2019 12:21 PM,SMC rule reference,ODE 32-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852228
581,Oregon Department of Education,08/08/2019 1:04 PM,SMC rule reference update,ODE 33-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852229
581,Oregon Department of Education,08/08/2019 1:08 PM,SMC Rule Reference Update,ODE 34-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852230
635,Department of Fish and Wildlife,08/08/2019 2:10 PM,2019 Treaty Indian Commercial Sturgeon fishery to close in the John Day Pool,DFW 112-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852231
635,Department of Fish and Wildlife,08/08/2019 3:00 PM,Federal Actions and Management Measures Implemented for Commercial Groundfish Fisheries.,DFW 113-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852232
413,"Department of Human Services, Child Welfare Programs",08/09/2019 8:18 AM,Statutory Minor Correction to Correct Statutory or Rule References 413-070-0660,CWP 42-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852249
635,Department of Fish and Wildlife,08/09/2019 8:20 AM,Angling Temporarily Prohibited in Portions of the Mainstem Columbia River and Lower Deschutes River,DFW 114-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852257
635,Department of Fish and Wildlife,08/09/2019 8:25 AM,Angling Temporarily Prohibited in Portions of the Mainstem Columbia River and Lower Deschutes River,DFW 115-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852258
635,Department of Fish and Wildlife,08/09/2019 8:29 AM,Angling Temporarily Prohibited in Portions of the Mainstem Columbia River and Lower Deschutes River,DFW 116-2019,Temporary,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852264
413,"Department of Human Services, Child Welfare Programs",08/09/2019 8:29 AM,Statutory Minor Correction to Correct Statutory Reference in OAR 413-070-0840,CWP 43-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852251
413,"Department of Human Services, Child Welfare Programs",08/09/2019 8:38 AM,Statutory Minor Correction to Correct Statutory,CWP 44-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852252
413,"Department of Human Services, Child Welfare Programs",08/09/2019 8:52 AM,Statutory Minor Correction to Correct Statutory Reference in OAR 413-070-1000,CWP 45-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852259
581,Oregon Department of Education,08/09/2019 10:16 AM,Title Change SMC,ODE 35-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852265
581,Oregon Department of Education,08/09/2019 10:18 AM,Rule title change SMC,ODE 36-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852266
581,Oregon Department of Education,08/09/2019 10:19 AM,SMC title change,ODE 37-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852267
581,Oregon Department of Education,08/09/2019 10:21 AM,SMC Title Change,ODE 38-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852268
581,Oregon Department of Education,08/09/2019 10:23 AM,SMC title change,ODE 39-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852269
581,Oregon Department of Education,08/09/2019 10:32 AM,SMC Title Change,ODE 40-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852270
581,Oregon Department of Education,08/09/2019 10:34 AM,SMC title change,ODE 41-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852271
581,Oregon Department of Education,08/09/2019 10:35 AM,SMC Rule Title Change,ODE 42-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852272
581,Oregon Department of Education,08/09/2019 10:39 AM,SMC Rule Title Change,ODE 43-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852273
581,Oregon Department of Education,08/09/2019 10:44 AM,SMC Rule Title Change,ODE 44-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852274
581,Oregon Department of Education,08/09/2019 10:45 AM,Reporting: Dual-Language/Two-Way Bilingual Grant,ODE 45-2019,Minor Correction,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptTRIM.action?ptId=6852275
603,Department of Agriculture,08/09/2019 1:31 PM,Types and subtypes of commodities to be assessed by Oregon Tall Fescue Commission,DOA 18-2019,Permanent,filings,Oregon,The Oregon Bulletin,https://secure.sos.state.or.us/oard/viewReceiptPDF.action?filingRsn=41903
