Issuing body	Published	File url	Ref	Summary	Title	file name 
Instituciones Autónomas (Alcaldías Municipales)	23/12/2010	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2010/12/8AE76.PDF	Decreto Municipal-San Fernando	La presente ordenanza tiene por finalidad proteger, conservar, restaurar y mejorar los recursos naturales suelo, agua, forestal y biodiversidad por medio de la aplicación de tecnologías de agricultura sostenible en zonas de ladera, fomentando las tecnologías de dicha agricultura; regulando la prevención, control, contingencia, litigación, responsabilidad y reparación de los daños que ocasionan los incendios y las talas indiscriminadas del recurso forestal, contribuyendo de tal manera a elevar el nivel de vida de los pobladores del municipio de San Fernando, Departamento de Chalatenango.	ORDENANZA PARA LA PROMOCION Y EJECUCION DE TECNOLOGIAS DE AGRICULTURA SOSTENIBLE EN ZONAS DE LADERA PARA REGULAR EL USO ADECUADO DE LOS RECURSOS SUELO, AGUA, FORESTAL Y BIODIVERSIDAD DEL MUNICIPIO DE SAN FERNANDO, DEPARTAMENTO DE CHALATENANGO	7c8d2c5bd957c4658f944a43c3df37e846ffa162
Instituciones Autónomas (Alcaldías Municipales)	23/12/2010	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2010/12/8AE74.PDF	Decreto Municipal-La Palma	La presente ordenanza tiene por finalidad proteger, conservar restaurar y mejorar los recursos naturales en el municipio de La Palma, departamento de Chalatenango, por medio de la aplicación de tecnologías de agricultura sostenible en zonas de ladera apoyando la capacitación a los productores y en general a la población residente dichas zonas. Además regula la prevención, control, contingencia, litigación, responsabilidad y reparación de los daños que ocasionan los incendios forestales y de las talas indiscriminadas del recurso forestal, de tal  manera se incrementa la protección de los bosques, impulsando el reconocimiento económico de los servicios y bienes ambientales que este produce, contribuyendo así a elevar el nivel de vida y bienestar ambiental de los pobladores del citado municipio.	ORDENANZA PARA LA PROMOCION Y EJECUCION DE TECNOLOGIAS DE AGRICULTURA SOSTENIBLE EN ZONAS DE LADERA PARA REGULAR EL USO ADECUADO DE LOS RECURSOS SUELO, AGUA, FORESTAL Y BIODIVERSIDAD DEL MUNICIPIO DE LA PALMA, DEPARTAMENTO DE CHALATENANGO	dd6b5ad2e8f68e68a24225b10affef2647595bda
ORGANO LEGISLATIVO	23/12/2010	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2010/12/8AEB3.PDF	Decreto Legislativo	El objeto de la presente Ley es regular la construcción y funcionamiento del fideicomiso en apoyo a la producción del Café, pues el cultivo y producción del café, sigue siendo una de las actividades agrícolas mas importantes para la economía del país, además del aporte ecológico y la conservación de bosques tropicales. La actividad cafetalera en su conjunto, ha enfrentando adversidades climatológicas y ciclos recurrentes de caídas de precios, haciendo necesario disponer de un mecanismo financiero emergente que mejore la solvencia e inyecte liquidez al sector, a fin de estimular la renovación y conservación del parque cafetalero en el territorio nacional.	LEY DE CREACION DEL FIDEICOMISO DE APOYO A LA PRODUCCION DE CAFE	70be962dff9d0d083afb18ae9914a79be21a0121
INSTITUCIONES AUTONOMAS (Alcaldías Municipales)	23/12/2010	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2010/12/8AEA1.PDF	Decreto Municipal-Citalá	Esta Municipalidad considera que es alarmante el incremento de las vulnerabilidades y riesgos producidos por el deterioro ambiental, ocasionado por el mal uso de los recursos naturales renovables y no renovables, por afectaciones mundiales como el Fenómeno del Cambio Climático, incremento de enfermedades endémicas y pandémicas, situaciones que ameritan la intervención de las autoridades locales, para la toma de acciones inmediatas de Gestión, Prevención, Mitigación de Riesgos y desastres, por lo que presente normativa tiene como objetivo, impulsar todas las medidas que sean necesarias para proteger de cualquier amenaza o riesgo de desastre que pueda dañar la vida de los habitantes de este municipio; en consecuencia, es necesario sistematizar la forma de prestar el servicio de protección civil, a efecto de garantizar la vida e integridad física de las personas, así como la seguridad de los bienes materiales públicos y particulares que se encuentren dentro de los limites territoriales de esta municipalidad.	ORDENANZA PARA LA GESTION Y MITIGACION DE RIESGOS, AMENAZAS Y DESASTRES EN EL MUNICIPIO DE CITALA, DEPARTAMENTO DE CHALATENANGO	beedd83da8916ac38026697d829f61b5e2c0282c
INSTITUCIONES AUTONOMAS (Alcaldías Municipales)	23/12/2010	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2010/12/8AEA4.PDF	Decreto Municipal-Citalá	El objetivo de este cuerpo normativo es restaurar y mejorar los recursos naturales por medio de la aplicación de tecnologías de agricultura sostenible, capacitando a los productores (as) en cuanto al beneficio económico y ambiental que representa la producción sin agroquímicos, evitando las practicas de quemas agropecuarias e incentivando al incremento y protección de bosques. Pues de esta manera se estaría contribuyendo a elevar el nivel de vida y bienestar ambiental de los pobladores de este municipio. Actualmente los recursos forestales y arbóreos forman parte de este primer eslabón de la cadena trófica o alimenticia, sin el cual todo el resto de actividades naturales vitales para los seres humanos que habitamos en la tierra, tales como recarga hídrica, generación de aire, fijación y/o captura de gases de efecto invernadero, mejoramiento del macro y micro clima, protección del suelo, banco de recursos biológicos, bioquímica y genético de la biodiversidad, y belleza escénica, solo para mencionar algunos, se ven mermadas, desequilibradas y hasta desperdiciadas, impactando negativamente en el derecho a un ambiente sano.	ORDENANZA PARA LA PROMOCION Y EJECUCION DE TECNOLOGIAS DE AGRICULTURA SOSTENIBLE EN ZONAS DE LADERA PARA REGULAR EL USO ADECUADO DE LOS RECURSOS SUELO, AGUA, FORESTAL Y BIODIVERSIDAD DEL MUNICIPIO DE CITALA, DEPARTAMENTO DE CHALATENANGO	881adebad32064d76c75bf630cc3dc4412b09feb
Instituciones Autónomas (Alcaldias Municipales)	19/01/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/01/8B3C6.PDF	Decreto Municipal-San Luis Talpa	La presente ordenanza regula la protección, conservación y recuperación de las poblaciones de tortugas marinas y del hábitat del cual dependen, tomando en consideración las características ambientales, sociales, económicas y culturales del municipio de San Luis Talpa, departamento de La Paz; estableciendo para ello las medidas, normas de conducta para los recolectores de huevos, manejo de corrales de incubación, creación del centro de rescate, rehabilitación y liberación de las tortugas marinas y otras especies para su rehabilitación y posterior liberación.	ORDENANZA MUNICIPAL PARA REGULAR LA CONSERVACION Y PROTECCION DE LAS TORTUGAS MARINAS EN EL MUNICIPIO DE SAN LUIS TALPA, DEPARTAMENTO DE LA PAZ	902bedca797dfa86e39eae0612c731d50574da8e
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	23/12/2010	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2010/12/8AE39.PDF	Decreto Municipal-San Ignacio	El objeto de la esta Ordenanza, se hace necesario por el notorio deterioro ecológico ocasionado por la tala y quema indiscriminada de árboles dentro del municipio de San Ignacio, dicho objeto es proteger, conservar, restaurar y mejorar los recursos naturales suelo, agua etc., estableciendo el ámbito de aplicación, definiciones que nos sirven para el mejor entendimiento de la misma, como la competencia que tendrá el municipio y los permisos que otorgarán, así como medidas preventivas, obligaciones, prohibiciones y las respectivas sanciones a quienes incumplan la presente Ordenanza.	ORDENANZA PARA LA PROMOCION Y EJECUCION DE TECNOLOGIAS DE AGRICULTURA SOSTENIBLE EN ZONAS DE LADERA PARA REGULAR EL USO ADECUADO DE LOS RECURSOS SUELO, AGUA, FORESTAL Y BIODIVERSIDAD DEL MUNICIPIO DE SAN IGNACIO, DEPARTAMENTO DE CHALATENANGO	b8922bef7759a7b117730fe9e88dfc26c01a4cb0
Instituciones Autónomas (Alcaldías Municipales)	07/02/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/02/8CF54.PDF	Decreto Municipal-Acajutla	La presente ordenanza tiene por finalidad regular la protección, conservación y recuperación de las poblaciones de las tortugas marinas y de los hábitats de los cuales dependen, tomando en consideración las características ambientales, sociales, económicas y culturales del municipio de Acajutla, departamento de Sonsonate. Estableciendo además su ámbito de aplicación territorial, fundamento constitucional, legal y reglamentario, así como las medidas a tomar para conservar, proteger, y recuperar las poblaciones de tortugas marinas y sus hábitats.	ORDENANZA MUNICIPAL QUE REGULA LA CONSERVACION Y PROTECCION DE LAS TORTUGAS MARINAS EN EL MUNICIPIO DE ACAJUTLA, DEPARTAMENTO DE SONSONATE	3c8c7a4009323ca842923f02c56c10f6d697d801
INSTITUCIONES AUTÓNOMAS (Alcaldía Municipal)	13/04/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/04/8F088.PDF	Decreto Municipal-La Unión	Por medio de la presente Ordenanza Municipal, se regula la protección del medio ambiente a través de la conservación y ampliación de los bosques existentes en la jurisdicción del municipio de La Unión, así como la protección, restauración y conservación de la vida silvestre, y las actividades de cacería, recolección y comercialización de animales y plantas silvestres, principalmente si se encuentran en vías de extinción.	ORDENANZA SOBRE MEDIO AMBIENTE DEL MUNICIPIO DE LA UNION, DEPARTAMENTO DE LA UNION	8e81fe231762b4eaacb4a8f74c3208077729a7a3
INSTITUCIONES AUTONMAS (Alcaldía Municipal)	13/04/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/04/8F09D.PDF	Decreto Municipal-Conchagua	El presente instrumento jurídico ha nacido con el propósito de regular y proteger el uso del suelo, agua, flora y fauna dentro de esta jurisdicción Municipal, pues de esta manera se pretende conservar y proteger la vida en general; considerando que debido a la utilización de algunas especies de árboles, se han puesto en peligro algunas infraestructuras determinadas; provocando por tal razón, la implementación de mecanismos que regulen su siembra, poda y tala de estos y de esta manera permitirá a los pobladores brindar una ciudad limpia y ordenada, así como también regular la contaminación sónica ambiental del municipio, pues está ampliamente demostrado que a partir de determinados decibeles, el sonido puede constituir serias amenazas a la salud y provocar un obstáculo al desarrollo económico y social que afecten a la colectividad. Todo infractor que no cumpliere con las reglas de convivencia dictadas en esta normativa, se sancionará pecuniariamente, sin perjuicio de poder interponer los recursos procesales que sean pertinentes y de conformidad con la Ley.	ORDENANZA SOBRE MEDIO AMBIENTE DEL MUNICIPIO DE CONCHAGUA, DEPARTAMENTO DE LA UNION	889f98004526e2774b00dc9f98489fe0783c9b7b
INSTITUCIONES AUTONOMAS (Alcaldía Municipal)	06/06/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/06/901A2.PDF	Decreto Municipal-San Pedro Masahuat	La presente normativa tiene por objeto regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todas las parcelaciones, urbanizaciones y construcciones de este municipio, cuyo propósito es obtener resultados que sean sostenibles en pos del bienestar social y el medio ambiente.	ORDENANZA PARA EL DESARROLLO, ORDENAMIENTO Y GESTION DEL TERRITORIO DEL MUNICIPIO DE SAN PEDRO MASAHUAT, DEPARTAMENTO DE LA PAZ	5f9ee581a0d3f04094441bc8befd33e88dfc64e6
INSTITUCIONES AUTONOMAS (Alcaldía Municipal)	24/06/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/06/9048E.PDF	Decreto Municipal-San Rafael Obrajuelo	La presente normativa tiene por objeto regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todas las parcelaciones, urbanizaciones y construcciones de este municipio, cuyo prepósito es obtener resultados que sean sostenibles en pos del bienestar social y el medio ambiente.	ORDENANZA PARA EL DESARROLLO, ORDENAMIENTO Y GESTION DEL TERRITORIO DEL MUNICIPIO DE SAN RAFAEL OBRAJUELO, DEPARTAMENTO DE LA PAZ	becb2891e83971c77bbf032251e83351a533c510
INSTITUCIONES AUTONOMAS (Alcaldía Municipal)	24/06/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/06/9048D.PDF	Decreto Municipal-Tecoluca	La presente normativa tiene por objeto regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todas las parcelaciones, urbanizaciones y construcciones de este municipio, cuyo propósito es obtener resultados que sean sostenibles en pos del bienestar social y el medio ambiente.	ORDENANZA PARA EL DESARROLLO, ORDENAMIENTO Y GESTION DEL TERRITORIO DEL MUNICIPIO DE TECOLUCA, DEPARTAMENTO DE SAN VICENTE	b189d156da0f3bab051aba7ca2ab583e7797aad3
INSTITUCIONES AUTONOMAS (Alcaldía Municipal)	13/07/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/07/90BB6.PDF	Decreto Municipal-San Juan Talpa	La presente normativa tiene por objeto regular el uso del suelo y las actuaciones urbanísticas, estableciendo los requerimientos que deberán cumplir todas las parcelaciones, urbanizaciones y construcciones de este municipio, cuyo prepósito es obtener resultados que sean sostenibles en pos del bienestar social y el medio ambiente, siendo creada al tenor de la Constitución de la República, en la que se reconoce, fomenta y garantiza el derecho de propiedad privada sobre la tierra rústica, ya sea individual, cooperativa, comunal o en cualquier otra forma asociativa, y no podrá bajo ningún concepto reducir la extensión  máxima de tierra que como derecho de propiedad se establece. En caso de contravenir a sus disposiciones se sancionará administrativamente al contraventor en caso de ser comprobada la infracción, sin perjuicio de poder recurrir ante la instancia respectiva y dentro del plazo que las leyes secundarias y nuestra Carta Magna establecen.	ORDENANZA PARA EL DESARROLLO, ORDENAMIENTO Y GESTION DEL TERRITORIO DEL MUNICIPIO DE SAN JUAN TALPA, DEPARTAMENTO DE LA PAZ	0c5f5ad93e47d014f1c1f9a3c7d2fe4a463d1099
INSTITUCIONES AUTONOMAS (Alcaldía Municipal)	27/09/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/09/920B0.PDF	Decreto Municipal-San Simón	El presente Instrumento Jurídico ha sido creado con el propósito de establecer la necesidad de dotar un régimen legal  para asegurar los procesos ecológicos esenciales que garanticen la perpetuidad de sus sistemas naturales, mediante un manejo sostenible de sus recursos naturales que permitan preservar el ecosistema existente y que además permitirá contribuir a la tutela de nuestro medio ambiente en beneficio de la colectividad. Por tal razón se considera que la vida silvestre es imprescindible para conservar un medio ambiente sano y en equilibrio, que sustenta una gran variedad de recursos naturales renovables y no renovables. Por consiguiente es prioridad para este municipio proteger el medio ambiente a través de la conservación de los bosques naturales, la biodiversidad, la ampliación de la masa boscosa y la fauna, dentro de los límites de su Jurisdicción.	ORDENANZA REGULADORA PARA LA PROTECCION DEL AMBIENTE Y RECURSOS NATURALES DEL MUNICIPIO DE SAN SIMON, DEPARTAMENTO DE MORAZAN	369c7dd6018883c0f1a1e1c42443faa29098a0e3
INSTITUCIONES AUTONOMAS (Alcaldía Municipal)	29/09/2011	https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2011/09/920B2.PDF	Decreto Municipal-San Fernando	El presente Instrumento Jurídico ha sido creado con el propósito de establecer la necesidad de dotar un régimen legal  que asegure los procesos ecológicos esenciales, que garanticen la perpetuidad de sus sistemas naturales mediante un manejo sostenible de sus recursos naturales, que permitan preservar el ecosistema existente y que además permita contribuir a la tutela de nuestro medio ambiente en beneficio de la sociedad Salvadoreña en general. Por tal razón se considera que la vida silvestre es imprescindible para conservar un medio ambiente sano y en equilibrio, que sustenta una gran variedad de recursos naturales renovables y no renovables. Por consiguiente es prioridad para este municipio proteger el medio ambiente a través de la conservación de los bosques naturales, la biodiversidad, la ampliación de la masa boscosa y la fauna, dentro del límite de su Jurisdicción.	ORDENANZA MUNICIPAL DE CONSERVACION DEL MEDIO AMBIENTE Y DISPOSICION FINAL DE DESECHOS SOLIDOS DEL MUNICIPIO DE SAN FERNANDO, DEPARTAMENTO DE MORAZAN	a63e3ea6aaa9241559cba97c128e26f809e04471
